x,y,noise_dB,site,hour
105.9527568,20.9891676,62.87,Ocean Park,17
105.9327495,20.9896397,61.08,Ocean Park,17
105.9331343,20.9896376,60.75,Ocean Park,17
105.9335191,20.9896355,62.61,Ocean Park,17
105.9339039,20.9896334,62.67,Ocean Park,17
105.9342887,20.9896313,64.43,Ocean Park,17
105.9346735,20.9896291,66.34,Ocean Park,17
105.9350583,20.989627,68.15,Ocean Park,17
105.9354431,20.9896249,61.37,Ocean Park,17
105.9358279,20.9896228,61.64,Ocean Park,17
105.9362127,20.9896207,66.37,Ocean Park,17
105.9365975,20.9896186,60.85,Ocean Park,17
105.9369823,20.9896165,60.67,Ocean Park,17
105.9373671,20.9896143,60.62,Ocean Park,17
105.9377519,20.9896122,60.55,Ocean Park,17
105.9381367,20.9896101,67.73,Ocean Park,17
105.9385215,20.989608,64.53,Ocean Park,17
105.9389063,20.9896059,58.4,Ocean Park,17
105.9392911,20.9896037,69.05,Ocean Park,17
105.9396759,20.9896016,65.32,Ocean Park,17
105.9400607,20.9895995,63.38,Ocean Park,17
105.9404455,20.9895974,62.19,Ocean Park,17
105.9408303,20.9895952,69.0,Ocean Park,17
105.9412151,20.9895931,61.61,Ocean Park,17
105.9415999,20.989591,62.8,Ocean Park,17
105.9419847,20.9895889,62.69,Ocean Park,17
105.9423695,20.9895867,65.05,Ocean Park,17
105.9427543,20.9895846,67.32,Ocean Park,17
105.9431391,20.9895825,73.84,Ocean Park,17
105.9435239,20.9895803,67.89,Ocean Park,17
105.9439087,20.9895782,65.06,Ocean Park,17
105.9442935,20.9895761,66.08,Ocean Park,17
105.9446783,20.9895739,65.24,Ocean Park,17
105.9450631,20.9895718,65.45,Ocean Park,17
105.9454479,20.9895697,62.86,Ocean Park,17
105.9458327,20.9895675,62.46,Ocean Park,17
105.9462175,20.9895654,64.82,Ocean Park,17
105.9466023,20.9895633,60.76,Ocean Park,17
105.9469871,20.9895611,64.28,Ocean Park,17
105.9473719,20.989559,62.63,Ocean Park,17
105.9477567,20.9895568,59.93,Ocean Park,17
105.9481415,20.9895547,63.33,Ocean Park,17
105.9485263,20.9895526,68.94,Ocean Park,17
105.9489111,20.9895504,68.94,Ocean Park,17
105.9492959,20.9895483,64.46,Ocean Park,17
105.9496807,20.9895461,62.65,Ocean Park,17
105.9500655,20.989544,60.24,Ocean Park,17
105.9504503,20.9895418,61.62,Ocean Park,17
105.9508351,20.9895397,68.53,Ocean Park,17
105.9512199,20.9895375,71.32,Ocean Park,17
105.9516047,20.9895354,69.32,Ocean Park,17
105.9519895,20.9895332,74.96,Ocean Park,17
105.9523743,20.9895311,64.67,Ocean Park,17
105.9527591,20.9895289,75.29,Ocean Park,17
105.9327517,20.9900011,62.53,Ocean Park,17
105.9331365,20.989999,60.11,Ocean Park,17
105.9335213,20.9899969,59.97,Ocean Park,17
105.9339061,20.9899947,59.6,Ocean Park,17
105.9342909,20.9899926,63.81,Ocean Park,17
105.9346757,20.9899905,60.87,Ocean Park,17
105.9350605,20.9899884,68.82,Ocean Park,17
105.9354453,20.9899863,61.0,Ocean Park,17
105.9358302,20.9899842,61.25,Ocean Park,17
105.936215,20.9899821,66.56,Ocean Park,17
105.9365998,20.98998,60.78,Ocean Park,17
105.9369846,20.9899778,60.17,Ocean Park,17
105.9373694,20.9899757,60.88,Ocean Park,17
105.9377542,20.9899736,62.84,Ocean Park,17
105.938139,20.9899715,68.75,Ocean Park,17
105.9385238,20.9899694,62.86,Ocean Park,17
105.9389086,20.9899672,65.7,Ocean Park,17
105.9392934,20.9899651,65.19,Ocean Park,17
105.9396782,20.989963,63.22,Ocean Park,17
105.940063,20.9899609,63.47,Ocean Park,17
105.9404478,20.9899587,66.77,Ocean Park,17
105.9408326,20.9899566,69.87,Ocean Park,17
105.9412174,20.9899545,62.36,Ocean Park,17
105.9416022,20.9899524,63.52,Ocean Park,17
105.941987,20.9899502,65.86,Ocean Park,17
105.9423718,20.9899481,67.95,Ocean Park,17
105.9427566,20.989946,71.78,Ocean Park,17
105.9431414,20.9899439,71.54,Ocean Park,17
105.9435262,20.9899417,70.17,Ocean Park,17
105.943911,20.9899396,63.86,Ocean Park,17
105.9442958,20.9899375,65.8,Ocean Park,17
105.9446806,20.9899353,65.07,Ocean Park,17
105.9450654,20.9899332,64.28,Ocean Park,17
105.9454502,20.9899311,61.17,Ocean Park,17
105.945835,20.9899289,60.2,Ocean Park,17
105.9462198,20.9899268,61.34,Ocean Park,17
105.9466046,20.9899246,62.47,Ocean Park,17
105.9469894,20.9899225,63.47,Ocean Park,17
105.9473742,20.9899204,65.59,Ocean Park,17
105.947759,20.9899182,62.63,Ocean Park,17
105.9481438,20.9899161,66.06,Ocean Park,17
105.9485286,20.9899139,63.5,Ocean Park,17
105.9489134,20.9899118,66.14,Ocean Park,17
105.9492982,20.9899096,62.76,Ocean Park,17
105.949683,20.9899075,66.99,Ocean Park,17
105.9500678,20.9899054,64.25,Ocean Park,17
105.9504526,20.9899032,61.49,Ocean Park,17
105.9508374,20.9899011,64.0,Ocean Park,17
105.9512222,20.9898989,60.61,Ocean Park,17
105.951607,20.9898968,73.85,Ocean Park,17
105.9519918,20.9898946,64.27,Ocean Park,17
105.9523766,20.9898925,64.23,Ocean Park,17
105.9527614,20.9898903,69.51,Ocean Park,17
105.932754,20.9903625,62.03,Ocean Park,17
105.9331388,20.9903603,60.11,Ocean Park,17
105.9335236,20.9903582,60.15,Ocean Park,17
105.9339084,20.9903561,62.17,Ocean Park,17
105.9342932,20.990354,63.04,Ocean Park,17
105.934678,20.9903519,65.1,Ocean Park,17
105.9350628,20.9903498,64.72,Ocean Park,17
105.9354476,20.9903477,63.44,Ocean Park,17
105.9358324,20.9903456,63.53,Ocean Park,17
105.9362172,20.9903434,63.19,Ocean Park,17
105.936602,20.9903413,61.0,Ocean Park,17
105.9369868,20.9903392,60.43,Ocean Park,17
105.9373716,20.9903371,62.78,Ocean Park,17
105.9377564,20.990335,67.87,Ocean Park,17
105.9381412,20.9903329,62.1,Ocean Park,17
105.938526,20.9903307,64.76,Ocean Park,17
105.9389108,20.9903286,65.56,Ocean Park,17
105.9392956,20.9903265,63.22,Ocean Park,17
105.9396804,20.9903244,62.58,Ocean Park,17
105.9400652,20.9903222,68.7,Ocean Park,17
105.94045,20.9903201,64.71,Ocean Park,17
105.9408348,20.990318,64.41,Ocean Park,17
105.9412196,20.9903159,67.43,Ocean Park,17
105.9416044,20.9903137,67.67,Ocean Park,17
105.9419892,20.9903116,70.57,Ocean Park,17
105.942374,20.9903095,67.46,Ocean Park,17
105.9427588,20.9903074,65.1,Ocean Park,17
105.9431436,20.9903052,64.55,Ocean Park,17
105.9435284,20.9903031,70.53,Ocean Park,17
105.9439132,20.990301,66.4,Ocean Park,17
105.944298,20.9902988,63.74,Ocean Park,17
105.9446828,20.9902967,65.1,Ocean Park,17
105.9450676,20.9902946,61.43,Ocean Park,17
105.9454525,20.9902924,60.39,Ocean Park,17
105.9458373,20.9902903,62.59,Ocean Park,17
105.9462221,20.9902882,65.33,Ocean Park,17
105.9466069,20.990286,63.61,Ocean Park,17
105.9469917,20.9902839,62.63,Ocean Park,17
105.9473765,20.9902817,71.34,Ocean Park,17
105.9477613,20.9902796,70.34,Ocean Park,17
105.9481461,20.9902775,70.8,Ocean Park,17
105.9485309,20.9902753,68.31,Ocean Park,17
105.9489157,20.9902732,63.43,Ocean Park,17
105.9493005,20.990271,68.22,Ocean Park,17
105.9496853,20.9902689,63.95,Ocean Park,17
105.9500701,20.9902667,68.46,Ocean Park,17
105.9504549,20.9902646,57.16,Ocean Park,17
105.9508397,20.9902624,59.97,Ocean Park,17
105.9512245,20.9902603,66.87,Ocean Park,17
105.9516093,20.9902581,71.16,Ocean Park,17
105.9519941,20.990256,66.75,Ocean Park,17
105.9523789,20.9902538,62.89,Ocean Park,17
105.9527637,20.9902517,68.17,Ocean Park,17
105.9327562,20.9907238,63.04,Ocean Park,17
105.933141,20.9907217,63.12,Ocean Park,17
105.9335258,20.9907196,62.47,Ocean Park,17
105.9339106,20.9907175,59.35,Ocean Park,17
105.9342954,20.9907154,60.8,Ocean Park,17
105.9346802,20.9907133,66.05,Ocean Park,17
105.935065,20.9907112,65.73,Ocean Park,17
105.9354499,20.9907091,61.9,Ocean Park,17
105.9358347,20.9907069,67.72,Ocean Park,17
105.9362195,20.9907048,58.04,Ocean Park,17
105.9366043,20.9907027,61.0,Ocean Park,17
105.9369891,20.9907006,61.17,Ocean Park,17
105.9373739,20.9906985,65.38,Ocean Park,17
105.9377587,20.9906964,62.37,Ocean Park,17
105.9381435,20.9906942,65.28,Ocean Park,17
105.9385283,20.9906921,67.38,Ocean Park,17
105.9389131,20.99069,61.1,Ocean Park,17
105.9392979,20.9906879,62.75,Ocean Park,17
105.9396827,20.9906858,65.18,Ocean Park,17
105.9400675,20.9906836,67.45,Ocean Park,17
105.9404523,20.9906815,62.48,Ocean Park,17
105.9408371,20.9906794,62.73,Ocean Park,17
105.9412219,20.9906773,70.54,Ocean Park,17
105.9416067,20.9906751,70.59,Ocean Park,17
105.9419915,20.990673,63.35,Ocean Park,17
105.9423763,20.9906709,64.1,Ocean Park,17
105.9427611,20.9906687,59.56,Ocean Park,17
105.9431459,20.9906666,59.91,Ocean Park,17
105.9435307,20.9906645,68.34,Ocean Park,17
105.9439155,20.9906623,68.82,Ocean Park,17
105.9443003,20.9906602,61.84,Ocean Park,17
105.9446851,20.9906581,62.7,Ocean Park,17
105.9450699,20.9906559,60.46,Ocean Park,17
105.9454547,20.9906538,63.58,Ocean Park,17
105.9458395,20.9906517,64.59,Ocean Park,17
105.9462243,20.9906495,62.7,Ocean Park,17
105.9466091,20.9906474,69.94,Ocean Park,17
105.9469939,20.9906453,72.13,Ocean Park,17
105.9473787,20.9906431,70.66,Ocean Park,17
105.9477635,20.990641,67.4,Ocean Park,17
105.9481483,20.9906388,64.52,Ocean Park,17
105.9485331,20.9906367,66.92,Ocean Park,17
105.9489179,20.9906345,70.53,Ocean Park,17
105.9493027,20.9906324,67.9,Ocean Park,17
105.9496875,20.9906303,67.25,Ocean Park,17
105.9500723,20.9906281,62.89,Ocean Park,17
105.9504571,20.990626,66.07,Ocean Park,17
105.950842,20.9906238,68.78,Ocean Park,17
105.9512268,20.9906217,67.46,Ocean Park,17
105.9516116,20.9906195,64.18,Ocean Park,17
105.9519964,20.9906174,63.66,Ocean Park,17
105.9523812,20.9906152,65.28,Ocean Park,17
105.952766,20.9906131,67.76,Ocean Park,17
105.9327585,20.9910852,64.6,Ocean Park,17
105.9331433,20.9910831,64.51,Ocean Park,17
105.9335281,20.991081,57.81,Ocean Park,17
105.9339129,20.9910789,64.81,Ocean Park,17
105.9342977,20.9910768,65.67,Ocean Park,17
105.9346825,20.9910747,66.27,Ocean Park,17
105.9350673,20.9910725,57.18,Ocean Park,17
105.9354521,20.9910704,65.75,Ocean Park,17
105.9358369,20.9910683,69.34,Ocean Park,17
105.9362217,20.9910662,60.62,Ocean Park,17
105.9366065,20.9910641,59.11,Ocean Park,17
105.9369913,20.991062,65.57,Ocean Park,17
105.9373761,20.9910599,67.55,Ocean Park,17
105.9377609,20.9910577,64.89,Ocean Park,17
105.9381457,20.9910556,67.55,Ocean Park,17
105.9385305,20.9910535,60.76,Ocean Park,17
105.9389153,20.9910514,62.76,Ocean Park,17
105.9393001,20.9910493,64.42,Ocean Park,17
105.9396849,20.9910471,66.9,Ocean Park,17
105.9400698,20.991045,63.54,Ocean Park,17
105.9404546,20.9910429,63.2,Ocean Park,17
105.9408394,20.9910408,66.78,Ocean Park,17
105.9412242,20.9910386,68.6,Ocean Park,17
105.941609,20.9910365,67.09,Ocean Park,17
105.9419938,20.9910344,63.23,Ocean Park,17
105.9423786,20.9910322,62.77,Ocean Park,17
105.9427634,20.9910301,61.88,Ocean Park,17
105.9431482,20.991028,59.21,Ocean Park,17
105.943533,20.9910259,60.64,Ocean Park,17
105.9439178,20.9910237,67.83,Ocean Park,17
105.9443026,20.9910216,70.71,Ocean Park,17
105.9446874,20.9910195,62.65,Ocean Park,17
105.9450722,20.9910173,60.0,Ocean Park,17
105.945457,20.9910152,66.11,Ocean Park,17
105.9458418,20.991013,61.75,Ocean Park,17
105.9462266,20.9910109,68.94,Ocean Park,17
105.9466114,20.9910088,66.76,Ocean Park,17
105.9469962,20.9910066,61.94,Ocean Park,17
105.947381,20.9910045,70.2,Ocean Park,17
105.9477658,20.9910023,68.8,Ocean Park,17
105.9481506,20.9910002,68.01,Ocean Park,17
105.9485354,20.9909981,68.31,Ocean Park,17
105.9489202,20.9909959,65.26,Ocean Park,17
105.949305,20.9909938,66.95,Ocean Park,17
105.9496898,20.9909916,64.13,Ocean Park,17
105.9500746,20.9909895,67.61,Ocean Park,17
105.9504594,20.9909873,63.18,Ocean Park,17
105.9508442,20.9909852,59.54,Ocean Park,17
105.951229,20.990983,59.54,Ocean Park,17
105.9516138,20.9909809,67.91,Ocean Park,17
105.9519986,20.9909787,62.61,Ocean Park,17
105.9523834,20.9909766,69.65,Ocean Park,17
105.9527683,20.9909744,65.43,Ocean Park,17
105.9327607,20.9914466,63.74,Ocean Park,17
105.9331455,20.9914445,67.29,Ocean Park,17
105.9335303,20.9914424,65.75,Ocean Park,17
105.9339151,20.9914403,62.9,Ocean Park,17
105.9342999,20.9914381,58.48,Ocean Park,17
105.9346847,20.991436,60.74,Ocean Park,17
105.9350695,20.9914339,60.77,Ocean Park,17
105.9354544,20.9914318,65.05,Ocean Park,17
105.9358392,20.9914297,63.0,Ocean Park,17
105.936224,20.9914276,59.11,Ocean Park,17
105.9366088,20.9914255,66.19,Ocean Park,17
105.9369936,20.9914233,60.89,Ocean Park,17
105.9373784,20.9914212,61.6,Ocean Park,17
105.9377632,20.9914191,68.29,Ocean Park,17
105.938148,20.991417,61.49,Ocean Park,17
105.9385328,20.9914149,62.1,Ocean Park,17
105.9389176,20.9914128,58.52,Ocean Park,17
105.9393024,20.9914106,62.29,Ocean Park,17
105.9396872,20.9914085,62.5,Ocean Park,17
105.940072,20.9914064,64.05,Ocean Park,17
105.9404568,20.9914043,64.89,Ocean Park,17
105.9408416,20.9914021,71.45,Ocean Park,17
105.9412264,20.9914,63.79,Ocean Park,17
105.9416112,20.9913979,66.38,Ocean Park,17
105.941996,20.9913958,67.81,Ocean Park,17
105.9423808,20.9913936,61.86,Ocean Park,17
105.9427656,20.9913915,60.41,Ocean Park,17
105.9431504,20.9913894,60.4,Ocean Park,17
105.9435353,20.9913872,61.42,Ocean Park,17
105.9439201,20.9913851,66.42,Ocean Park,17
105.9443049,20.991383,72.85,Ocean Park,17
105.9446897,20.9913808,64.9,Ocean Park,17
105.9450745,20.9913787,64.11,Ocean Park,17
105.9454593,20.9913766,71.24,Ocean Park,17
105.9458441,20.9913744,73.16,Ocean Park,17
105.9462289,20.9913723,64.95,Ocean Park,17
105.9466137,20.9913701,68.33,Ocean Park,17
105.9469985,20.991368,73.91,Ocean Park,17
105.9473833,20.9913659,70.98,Ocean Park,17
105.9477681,20.9913637,63.22,Ocean Park,17
105.9481529,20.9913616,66.68,Ocean Park,17
105.9485377,20.9913594,60.06,Ocean Park,17
105.9489225,20.9913573,68.6,Ocean Park,17
105.9493073,20.9913552,70.68,Ocean Park,17
105.9496921,20.991353,68.29,Ocean Park,17
105.9500769,20.9913509,57.79,Ocean Park,17
105.9504617,20.9913487,61.07,Ocean Park,17
105.9508465,20.9913466,58.13,Ocean Park,17
105.9512313,20.9913444,61.03,Ocean Park,17
105.9516161,20.9913423,64.51,Ocean Park,17
105.9520009,20.9913401,67.0,Ocean Park,17
105.9523857,20.991338,64.86,Ocean Park,17
105.9527705,20.9913358,69.26,Ocean Park,17
105.932763,20.991808,68.57,Ocean Park,17
105.9331478,20.9918059,68.44,Ocean Park,17
105.9335326,20.9918037,63.42,Ocean Park,17
105.9339174,20.9918016,63.83,Ocean Park,17
105.9343022,20.9917995,66.04,Ocean Park,17
105.934687,20.9917974,68.35,Ocean Park,17
105.9350718,20.9917953,63.43,Ocean Park,17
105.9354566,20.9917932,61.25,Ocean Park,17
105.9358414,20.9917911,63.49,Ocean Park,17
105.9362262,20.991789,68.03,Ocean Park,17
105.936611,20.9917868,64.92,Ocean Park,17
105.9369958,20.9917847,61.19,Ocean Park,17
105.9373806,20.9917826,69.52,Ocean Park,17
105.9377654,20.9917805,61.88,Ocean Park,17
105.9381502,20.9917784,62.27,Ocean Park,17
105.9385351,20.9917762,61.84,Ocean Park,17
105.9389199,20.9917741,68.53,Ocean Park,17
105.9393047,20.991772,61.98,Ocean Park,17
105.9396895,20.9917699,63.17,Ocean Park,17
105.9400743,20.9917678,65.13,Ocean Park,17
105.9404591,20.9917656,67.94,Ocean Park,17
105.9408439,20.9917635,61.61,Ocean Park,17
105.9412287,20.9917614,62.01,Ocean Park,17
105.9416135,20.9917593,63.03,Ocean Park,17
105.9419983,20.9917571,64.8,Ocean Park,17
105.9423831,20.991755,60.63,Ocean Park,17
105.9427679,20.9917529,61.51,Ocean Park,17
105.9431527,20.9917507,61.48,Ocean Park,17
105.9435375,20.9917486,60.89,Ocean Park,17
105.9439223,20.9917465,59.7,Ocean Park,17
105.9443071,20.9917443,68.57,Ocean Park,17
105.9446919,20.9917422,67.93,Ocean Park,17
105.9450767,20.9917401,66.82,Ocean Park,17
105.9454615,20.9917379,74.11,Ocean Park,17
105.9458464,20.9917358,66.23,Ocean Park,17
105.9462312,20.9917337,67.59,Ocean Park,17
105.946616,20.9917315,68.06,Ocean Park,17
105.9470008,20.9917294,62.02,Ocean Park,17
105.9473856,20.9917272,62.76,Ocean Park,17
105.9477704,20.9917251,61.58,Ocean Park,17
105.9481552,20.991723,64.54,Ocean Park,17
105.94854,20.9917208,63.6,Ocean Park,17
105.9489248,20.9917187,69.04,Ocean Park,17
105.9493096,20.9917165,65.15,Ocean Park,17
105.9496944,20.9917144,62.91,Ocean Park,17
105.9500792,20.9917122,63.42,Ocean Park,17
105.950464,20.9917101,60.94,Ocean Park,17
105.9508488,20.9917079,60.88,Ocean Park,17
105.9512336,20.9917058,61.41,Ocean Park,17
105.9516184,20.9917036,61.64,Ocean Park,17
105.9520032,20.9917015,65.16,Ocean Park,17
105.952388,20.9916993,69.5,Ocean Park,17
105.9527728,20.9916972,62.44,Ocean Park,17
105.9327652,20.9921693,68.59,Ocean Park,17
105.93315,20.9921672,68.02,Ocean Park,17
105.9335348,20.9921651,69.7,Ocean Park,17
105.9339196,20.992163,71.32,Ocean Park,17
105.9343044,20.9921609,68.77,Ocean Park,17
105.9346892,20.9921588,61.12,Ocean Park,17
105.935074,20.9921567,61.03,Ocean Park,17
105.9354589,20.9921546,60.9,Ocean Park,17
105.9358437,20.9921525,69.11,Ocean Park,17
105.9362285,20.9921503,65.22,Ocean Park,17
105.9366133,20.9921482,61.73,Ocean Park,17
105.9369981,20.9921461,68.31,Ocean Park,17
105.9373829,20.992144,64.13,Ocean Park,17
105.9377677,20.9921419,63.9,Ocean Park,17
105.9381525,20.9921397,63.19,Ocean Park,17
105.9385373,20.9921376,72.52,Ocean Park,17
105.9389221,20.9921355,66.43,Ocean Park,17
105.9393069,20.9921334,62.19,Ocean Park,17
105.9396917,20.9921313,62.8,Ocean Park,17
105.9400765,20.9921291,69.34,Ocean Park,17
105.9404613,20.992127,61.68,Ocean Park,17
105.9408461,20.9921249,65.46,Ocean Park,17
105.941231,20.9921228,60.46,Ocean Park,17
105.9416158,20.9921206,70.65,Ocean Park,17
105.9420006,20.9921185,72.33,Ocean Park,17
105.9423854,20.9921164,71.16,Ocean Park,17
105.9427702,20.9921142,60.28,Ocean Park,17
105.943155,20.9921121,60.2,Ocean Park,17
105.9435398,20.99211,58.16,Ocean Park,17
105.9439246,20.9921079,60.01,Ocean Park,17
105.9443094,20.9921057,65.09,Ocean Park,17
105.9446942,20.9921036,65.29,Ocean Park,17
105.945079,20.9921014,68.25,Ocean Park,17
105.9454638,20.9920993,63.81,Ocean Park,17
105.9458486,20.9920972,68.59,Ocean Park,17
105.9462334,20.992095,64.08,Ocean Park,17
105.9466182,20.9920929,64.14,Ocean Park,17
105.947003,20.9920908,61.82,Ocean Park,17
105.9473879,20.9920886,61.91,Ocean Park,17
105.9477727,20.9920865,64.27,Ocean Park,17
105.9481575,20.9920843,66.59,Ocean Park,17
105.9485423,20.9920822,67.52,Ocean Park,17
105.9489271,20.99208,64.78,Ocean Park,17
105.9493119,20.9920779,63.2,Ocean Park,17
105.9496967,20.9920758,59.03,Ocean Park,17
105.9500815,20.9920736,63.38,Ocean Park,17
105.9504663,20.9920715,59.97,Ocean Park,17
105.9508511,20.9920693,61.1,Ocean Park,17
105.9512359,20.9920672,61.06,Ocean Park,17
105.9516207,20.992065,62.74,Ocean Park,17
105.9520055,20.9920629,63.55,Ocean Park,17
105.9523903,20.9920607,66.09,Ocean Park,17
105.9527751,20.9920586,65.23,Ocean Park,17
105.9327674,20.9925307,72.72,Ocean Park,17
105.9331523,20.9925286,66.0,Ocean Park,17
105.9335371,20.9925265,64.55,Ocean Park,17
105.9339219,20.9925244,63.9,Ocean Park,17
105.9343067,20.9925223,69.58,Ocean Park,17
105.9346915,20.9925202,61.35,Ocean Park,17
105.9350763,20.9925181,60.73,Ocean Park,17
105.9354611,20.9925159,67.91,Ocean Park,17
105.9358459,20.9925138,65.57,Ocean Park,17
105.9362307,20.9925117,63.16,Ocean Park,17
105.9366155,20.9925096,69.82,Ocean Park,17
105.9370003,20.9925075,64.94,Ocean Park,17
105.9373851,20.9925054,62.69,Ocean Park,17
105.93777,20.9925032,62.81,Ocean Park,17
105.9381548,20.9925011,72.62,Ocean Park,17
105.9385396,20.992499,66.51,Ocean Park,17
105.9389244,20.9924969,63.97,Ocean Park,17
105.9393092,20.9924948,64.63,Ocean Park,17
105.939694,20.9924926,70.52,Ocean Park,17
105.9400788,20.9924905,63.95,Ocean Park,17
105.9404636,20.9924884,62.37,Ocean Park,17
105.9408484,20.9924863,68.05,Ocean Park,17
105.9412332,20.9924841,68.32,Ocean Park,17
105.941618,20.992482,66.38,Ocean Park,17
105.9420028,20.9924799,58.6,Ocean Park,17
105.9423876,20.9924778,71.46,Ocean Park,17
105.9427725,20.9924756,63.62,Ocean Park,17
105.9431573,20.9924735,59.82,Ocean Park,17
105.9435421,20.9924714,70.1,Ocean Park,17
105.9439269,20.9924692,69.59,Ocean Park,17
105.9443117,20.9924671,66.16,Ocean Park,17
105.9446965,20.992465,65.83,Ocean Park,17
105.9450813,20.9924628,62.96,Ocean Park,17
105.9454661,20.9924607,69.28,Ocean Park,17
105.9458509,20.9924586,69.17,Ocean Park,17
105.9462357,20.9924564,70.29,Ocean Park,17
105.9466205,20.9924543,63.27,Ocean Park,17
105.9470053,20.9924521,62.49,Ocean Park,17
105.9473901,20.99245,66.49,Ocean Park,17
105.9477749,20.9924479,68.81,Ocean Park,17
105.9481597,20.9924457,62.63,Ocean Park,17
105.9485446,20.9924436,60.37,Ocean Park,17
105.9489294,20.9924414,61.99,Ocean Park,17
105.9493142,20.9924393,61.22,Ocean Park,17
105.949699,20.9924371,60.22,Ocean Park,17
105.9500838,20.992435,59.09,Ocean Park,17
105.9504686,20.9924328,60.02,Ocean Park,17
105.9508534,20.9924307,61.06,Ocean Park,17
105.9512382,20.9924285,61.56,Ocean Park,17
105.951623,20.9924264,63.8,Ocean Park,17
105.9520078,20.9924242,64.83,Ocean Park,17
105.9523926,20.9924221,65.28,Ocean Park,17
105.9527774,20.9924199,65.49,Ocean Park,17
105.9327697,20.9928921,65.46,Ocean Park,17
105.9331545,20.99289,65.32,Ocean Park,17
105.9335393,20.9928879,63.22,Ocean Park,17
105.9339241,20.9928858,63.27,Ocean Park,17
105.9343089,20.9928837,62.33,Ocean Park,17
105.9346937,20.9928815,68.7,Ocean Park,17
105.9350785,20.9928794,60.62,Ocean Park,17
105.9354634,20.9928773,65.63,Ocean Park,17
105.9358482,20.9928752,58.6,Ocean Park,17
105.936233,20.9928731,67.34,Ocean Park,17
105.9366178,20.992871,65.9,Ocean Park,17
105.9370026,20.9928689,62.88,Ocean Park,17
105.9373874,20.9928667,62.91,Ocean Park,17
105.9377722,20.9928646,63.35,Ocean Park,17
105.938157,20.9928625,69.54,Ocean Park,17
105.9385418,20.9928604,61.46,Ocean Park,17
105.9389266,20.9928583,64.08,Ocean Park,17
105.9393114,20.9928561,66.9,Ocean Park,17
105.9396963,20.992854,66.03,Ocean Park,17
105.9400811,20.9928519,69.54,Ocean Park,17
105.9404659,20.9928498,70.08,Ocean Park,17
105.9408507,20.9928476,67.82,Ocean Park,17
105.9412355,20.9928455,61.1,Ocean Park,17
105.9416203,20.9928434,63.28,Ocean Park,17
105.9420051,20.9928413,62.49,Ocean Park,17
105.9423899,20.9928391,61.38,Ocean Park,17
105.9427747,20.992837,68.91,Ocean Park,17
105.9431595,20.9928349,71.17,Ocean Park,17
105.9435443,20.9928327,70.65,Ocean Park,17
105.9439291,20.9928306,58.86,Ocean Park,17
105.944314,20.9928285,62.4,Ocean Park,17
105.9446988,20.9928263,59.23,Ocean Park,17
105.9450836,20.9928242,77.97,Ocean Park,17
105.9454684,20.9928221,61.98,Ocean Park,17
105.9458532,20.9928199,66.52,Ocean Park,17
105.946238,20.9928178,60.58,Ocean Park,17
105.9466228,20.9928157,61.43,Ocean Park,17
105.9470076,20.9928135,70.71,Ocean Park,17
105.9473924,20.9928114,65.67,Ocean Park,17
105.9477772,20.9928092,60.97,Ocean Park,17
105.948162,20.9928071,60.91,Ocean Park,17
105.9485468,20.9928049,60.58,Ocean Park,17
105.9489316,20.9928028,61.93,Ocean Park,17
105.9493164,20.9928007,61.33,Ocean Park,17
105.9497013,20.9927985,59.47,Ocean Park,17
105.9500861,20.9927964,60.02,Ocean Park,17
105.9504709,20.9927942,60.1,Ocean Park,17
105.9508557,20.9927921,62.87,Ocean Park,17
105.9512405,20.9927899,62.98,Ocean Park,17
105.9516253,20.9927878,64.75,Ocean Park,17
105.9520101,20.9927856,65.33,Ocean Park,17
105.9523949,20.9927835,65.54,Ocean Park,17
105.9527797,20.9927813,65.33,Ocean Park,17
105.9327719,20.9932535,65.42,Ocean Park,17
105.9331567,20.9932514,65.82,Ocean Park,17
105.9335416,20.9932493,63.39,Ocean Park,17
105.9339264,20.9932471,62.63,Ocean Park,17
105.9343112,20.993245,62.66,Ocean Park,17
105.934696,20.9932429,63.12,Ocean Park,17
105.9350808,20.9932408,68.51,Ocean Park,17
105.9354656,20.9932387,61.25,Ocean Park,17
105.9358504,20.9932366,62.58,Ocean Park,17
105.9362352,20.9932345,68.72,Ocean Park,17
105.93662,20.9932324,62.64,Ocean Park,17
105.9370048,20.9932302,63.04,Ocean Park,17
105.9373897,20.9932281,63.08,Ocean Park,17
105.9377745,20.993226,67.01,Ocean Park,17
105.9381593,20.9932239,59.14,Ocean Park,17
105.9385441,20.9932218,60.63,Ocean Park,17
105.9389289,20.9932196,66.92,Ocean Park,17
105.9393137,20.9932175,67.25,Ocean Park,17
105.9396985,20.9932154,60.21,Ocean Park,17
105.9400833,20.9932133,70.23,Ocean Park,17
105.9404681,20.9932111,62.58,Ocean Park,17
105.9408529,20.993209,60.19,Ocean Park,17
105.9412378,20.9932069,61.65,Ocean Park,17
105.9416226,20.9932048,62.68,Ocean Park,17
105.9420074,20.9932026,61.28,Ocean Park,17
105.9423922,20.9932005,71.22,Ocean Park,17
105.942777,20.9931984,70.32,Ocean Park,17
105.9431618,20.9931962,67.26,Ocean Park,17
105.9435466,20.9931941,62.8,Ocean Park,17
105.9439314,20.993192,60.63,Ocean Park,17
105.9443162,20.9931898,58.98,Ocean Park,17
105.944701,20.9931877,61.88,Ocean Park,17
105.9450858,20.9931856,64.65,Ocean Park,17
