site,longitude,latitude,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21
Vinh Tuy area,105.8673058,20.9876037,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93
Vinh Tuy area,105.8676906,20.9876017,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65,64.65
Vinh Tuy area,105.8680754,20.9875997,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7
Vinh Tuy area,105.8684602,20.9875978,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33
Vinh Tuy area,105.868845,20.9875958,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63
Vinh Tuy area,105.8692298,20.9875938,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38
Vinh Tuy area,105.8696146,20.9875919,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72,59.72
Vinh Tuy area,105.8699994,20.9875899,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96
Vinh Tuy area,105.8703842,20.9875879,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34
Vinh Tuy area,105.870769,20.987586,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64
Vinh Tuy area,105.8711538,20.987584,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92
Vinh Tuy area,105.8715386,20.987582,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22,58.22
Vinh Tuy area,105.8719234,20.9875801,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09
Vinh Tuy area,105.8723082,20.9875781,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02,59.02
Vinh Tuy area,105.872693,20.9875761,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15,59.15
Vinh Tuy area,105.8730778,20.9875742,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18
Vinh Tuy area,105.8734626,20.9875722,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47
Vinh Tuy area,105.8738474,20.9875702,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01
Vinh Tuy area,105.8619206,20.9879924,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2,58.2
Vinh Tuy area,105.8623054,20.9879904,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87,59.87
Vinh Tuy area,105.8626902,20.9879885,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9
Vinh Tuy area,105.863075,20.9879865,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03
Vinh Tuy area,105.8634598,20.9879846,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24,72.24
Vinh Tuy area,105.8638446,20.9879826,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51,67.51
Vinh Tuy area,105.8642294,20.9879807,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73,65.73
Vinh Tuy area,105.8646142,20.9879787,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5,64.5
Vinh Tuy area,105.864999,20.9879768,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05
Vinh Tuy area,105.8653838,20.9879748,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87
Vinh Tuy area,105.8657686,20.9879729,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64
Vinh Tuy area,105.8661534,20.9879709,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59
Vinh Tuy area,105.8665382,20.987969,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77,63.77
Vinh Tuy area,105.866923,20.987967,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95
Vinh Tuy area,105.8673078,20.987965,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95,62.95
Vinh Tuy area,105.8676926,20.9879631,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12
Vinh Tuy area,105.8680774,20.9879611,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18
Vinh Tuy area,105.8684623,20.9879592,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37
Vinh Tuy area,105.8688471,20.9879572,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51,58.51
Vinh Tuy area,105.8692319,20.9879552,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13,58.13
Vinh Tuy area,105.8696167,20.9879533,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36
Vinh Tuy area,105.8700015,20.9879513,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1,59.1
Vinh Tuy area,105.8703863,20.9879493,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91,60.91
Vinh Tuy area,105.8707711,20.9879474,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82,67.82
Vinh Tuy area,105.8711559,20.9879454,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25,62.25
Vinh Tuy area,105.8715407,20.9879434,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18,59.18
Vinh Tuy area,105.8719255,20.9879415,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62
Vinh Tuy area,105.8723103,20.9879395,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6
Vinh Tuy area,105.8726951,20.9879375,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12
Vinh Tuy area,105.8730799,20.9879355,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76
Vinh Tuy area,105.8734647,20.9879336,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89
Vinh Tuy area,105.8738495,20.9879316,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31
Vinh Tuy area,105.8619227,20.9883538,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32
Vinh Tuy area,105.8623075,20.9883518,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06,60.06
Vinh Tuy area,105.8626923,20.9883499,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36,63.36
Vinh Tuy area,105.8630771,20.9883479,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27
Vinh Tuy area,105.8634619,20.988346,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05
Vinh Tuy area,105.8638467,20.988344,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37
Vinh Tuy area,105.8642315,20.9883421,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56,63.56
Vinh Tuy area,105.8646163,20.9883401,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9
Vinh Tuy area,105.8650011,20.9883382,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94
Vinh Tuy area,105.8653859,20.9883362,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53
Vinh Tuy area,105.8657707,20.9883343,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69
Vinh Tuy area,105.8661555,20.9883323,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83
Vinh Tuy area,105.8665403,20.9883303,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01
Vinh Tuy area,105.8669251,20.9883284,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69
Vinh Tuy area,105.8673099,20.9883264,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74,60.74
Vinh Tuy area,105.8676947,20.9883245,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45
Vinh Tuy area,105.8680795,20.9883225,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.46
Vinh Tuy area,105.8684643,20.9883205,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63,59.63
Vinh Tuy area,105.8688491,20.9883186,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48
Vinh Tuy area,105.869234,20.9883166,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56,57.56
Vinh Tuy area,105.8696188,20.9883146,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39,57.39
Vinh Tuy area,105.8700036,20.9883127,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95
Vinh Tuy area,105.8703884,20.9883107,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06
Vinh Tuy area,105.8707732,20.9883087,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55,61.55
Vinh Tuy area,105.871158,20.9883068,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9
Vinh Tuy area,105.8715428,20.9883048,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87,60.87
Vinh Tuy area,105.8719276,20.9883028,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48,58.48
Vinh Tuy area,105.8723124,20.9883009,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41
Vinh Tuy area,105.8726972,20.9882989,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31,65.31
Vinh Tuy area,105.873082,20.9882969,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61,66.61
Vinh Tuy area,105.8734668,20.988295,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58
Vinh Tuy area,105.8738516,20.988293,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8
Vinh Tuy area,105.8619247,20.9887152,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95
Vinh Tuy area,105.8623095,20.9887132,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19
Vinh Tuy area,105.8626943,20.9887113,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61,63.61
Vinh Tuy area,105.8630792,20.9887093,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3
Vinh Tuy area,105.863464,20.9887074,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42,70.42
Vinh Tuy area,105.8638488,20.9887054,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29,69.29
Vinh Tuy area,105.8642336,20.9887035,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09
Vinh Tuy area,105.8646184,20.9887015,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01
Vinh Tuy area,105.8650032,20.9886995,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22,63.22
Vinh Tuy area,105.865388,20.9886976,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25
Vinh Tuy area,105.8657728,20.9886956,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54,64.54
Vinh Tuy area,105.8661576,20.9886937,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48,70.48
Vinh Tuy area,105.8665424,20.9886917,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73
Vinh Tuy area,105.8669272,20.9886898,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13,61.13
Vinh Tuy area,105.867312,20.9886878,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47
Vinh Tuy area,105.8676968,20.9886858,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36
Vinh Tuy area,105.8680816,20.9886839,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08,64.08
Vinh Tuy area,105.8684664,20.9886819,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8,60.8
Vinh Tuy area,105.8688512,20.98868,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88,58.88
Vinh Tuy area,105.869236,20.988678,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79,57.79
Vinh Tuy area,105.8696208,20.988676,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92,56.92
Vinh Tuy area,105.8700057,20.9886741,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08
Vinh Tuy area,105.8703905,20.9886721,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9
Vinh Tuy area,105.8707753,20.9886701,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43,59.43
Vinh Tuy area,105.8711601,20.9886682,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1
Vinh Tuy area,105.8715449,20.9886662,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27,65.27
Vinh Tuy area,105.8719297,20.9886642,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16
Vinh Tuy area,105.8723145,20.9886623,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54
Vinh Tuy area,105.8726993,20.9886603,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26
Vinh Tuy area,105.8730841,20.9886583,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73
Vinh Tuy area,105.8734689,20.9886563,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86,59.86
Vinh Tuy area,105.8738537,20.9886544,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36,65.36
Vinh Tuy area,105.8619268,20.9890765,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26
Vinh Tuy area,105.8623116,20.9890746,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
Vinh Tuy area,105.8626964,20.9890726,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11
Vinh Tuy area,105.8630812,20.9890707,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34
Vinh Tuy area,105.863466,20.9890687,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33
Vinh Tuy area,105.8638508,20.9890668,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81
Vinh Tuy area,105.8642356,20.9890648,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74
Vinh Tuy area,105.8646205,20.9890629,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
Vinh Tuy area,105.8650053,20.9890609,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69,61.69
Vinh Tuy area,105.8653901,20.989059,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7
Vinh Tuy area,105.8657749,20.989057,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34
Vinh Tuy area,105.8661597,20.9890551,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16
Vinh Tuy area,105.8665445,20.9890531,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23,64.23
Vinh Tuy area,105.8669293,20.9890511,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
Vinh Tuy area,105.8673141,20.9890492,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85
Vinh Tuy area,105.8676989,20.9890472,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26,66.26
Vinh Tuy area,105.8680837,20.9890453,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62,67.62
Vinh Tuy area,105.8684685,20.9890433,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55
Vinh Tuy area,105.8688533,20.9890413,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18
Vinh Tuy area,105.8692381,20.9890394,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28,58.28
Vinh Tuy area,105.8696229,20.9890374,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03
Vinh Tuy area,105.8700077,20.9890355,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4
Vinh Tuy area,105.8703926,20.9890335,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04,57.04
Vinh Tuy area,105.8707774,20.9890315,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09,58.09
Vinh Tuy area,105.8711622,20.9890296,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97
Vinh Tuy area,105.871547,20.9890276,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36
Vinh Tuy area,105.8719318,20.9890256,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19,64.19
Vinh Tuy area,105.8723166,20.9890236,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88,59.88
Vinh Tuy area,105.8727014,20.9890217,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54,59.54
Vinh Tuy area,105.8730862,20.9890197,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.96
Vinh Tuy area,105.873471,20.9890177,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25
Vinh Tuy area,105.8738558,20.9890158,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88
Vinh Tuy area,105.8619289,20.9894379,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91
Vinh Tuy area,105.8623137,20.989436,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08
Vinh Tuy area,105.8626985,20.989434,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27
Vinh Tuy area,105.8630833,20.9894321,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19,70.19
Vinh Tuy area,105.8634681,20.9894301,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57
Vinh Tuy area,105.8638529,20.9894282,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39,61.39
Vinh Tuy area,105.8642377,20.9894262,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03,60.03
Vinh Tuy area,105.8646225,20.9894243,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64
Vinh Tuy area,105.8650073,20.9894223,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13
